 0.0,              0.0,              1.0,             1.25,             1.25,              1.0,1
 1.0,              0.0,              0.0,             1.25,             1.25,              0.0,1
 2.0,              0.0,              0.0,             1.25,             1.25,              0.0,1
 3.0,              0.0,              0.0,             1.25,             1.25,              0.0,1
 4.0,              0.0,              4.0,             2.25,             2.25,              2.0, 1
 5.0,              0.0,              0.0,              1.0,              1.0,              0.0, 1
 6.0,              0.0,              6.0,4.068181818181818,4.068181818181818,              2.0,      4
 7.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
 8.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
 9.0,              0.0,              6.0,3.0681818181818183,3.0681818181818183,              1.0,      4
10.0,              0.0,              6.0,3.0681818181818183,3.0681818181818183,              1.0,      4
11.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
12.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
13.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
14.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
15.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
16.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
17.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
18.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
19.0,              0.0,              6.0,3.0681818181818183,3.0681818181818183,              1.0,      4
20.0,              0.0,              6.0,3.0681818181818183,3.0681818181818183,              1.0,      4
21.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
22.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
23.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
24.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
25.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
26.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
27.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
28.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
29.0,              0.0,              6.0,3.0681818181818183,3.0681818181818183,              1.0,      4
30.0,              0.0,              6.0,3.0681818181818183,3.0681818181818183,              1.0,      4
31.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
32.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
33.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
34.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
35.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
36.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
37.0,              0.0,              0.0,3.0681818181818183,3.0681818181818183,              0.0,      4
